"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"South Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","37","77,196","18,740","4,402"
"South Carolina","722511","Full-service restaurants","S-corporations ","All establishments","2019","1,886","768,381","171,361","39,479"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","360","30,769","2,994","596"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","330","43,950","10,370","2,324"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","457","119,905","28,254","6,414"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","562","327,509","75,686","17,290"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","154","184,868","41,240","9,918"
"South Carolina","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","22","55,497","11,537","2,607"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","654","110,214","25,736","6,844"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","325","11,776","1,864","532"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","143","12,909","3,313","986"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","98","18,521","4,576","1,336"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","56","26,482","6,200","1,726"
"South Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","30","36,795","9,000","2,070"
"South Carolina","722511","Full-service restaurants","Partnerships","All establishments","2019","958","441,672","97,344","22,247"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","222","26,036","1,128","253"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","154","15,365","3,681","1,035"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","189","47,926","11,206","2,721"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","264","155,998","37,517","8,475"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","113","143,601","33,091","7,164"
"South Carolina","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","14","39,247","7,889","1,825"
"South Carolina","722511","Full-service restaurants","Non-profit","All establishments","2019","4","1,512","88","22"
"South Carolina","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2019","3","1,130","2","1"
"South Carolina","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","3","3,660","810","144"
"South Dakota","722511","Full-service restaurants","All establishments","All establishments","2019","714","222,581","48,179","12,625"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","212","13,677","1,079","308"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","132","13,655","3,095","877"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","150","31,033","6,870","2,116"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","162","84,683","19,078","5,028"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","51","62,945","14,273","3,406"
"South Dakota","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","7","16,588","3,784","890"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","87","37,379","8,182","2,222"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","19","2,258","180","32"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","14","1,860","455","92"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","14","3,382","735","234"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","29","13,042","2,977","910"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","8","9,611","2,271","564"
"South Dakota","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","3","7,226","1,564","390"
"South Dakota","722511","Full-service restaurants","S-corporations ","All establishments","2019","313","119,927","26,276","6,567"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","53","4,212","415","92"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","55","6,937","1,561","378"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","80","17,782","4,035","1,139"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","100","53,644","12,129","3,083"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","22","30,026","6,449","1,491"
"South Dakota","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","3","7,326","1,687","384"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","150","17,800","3,941","1,280"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","79","2,403","354","135"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","34","2,363","548","231"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","23","3,240","653","294"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","9","3,807","923","258"
"South Dakota","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","5","5,987","1,463","362"
"South Dakota","722511","Full-service restaurants","Partnerships","All establishments","2019","162","46,638","9,615","2,527"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","60","4,746","130","49"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","29","2,495","531","176"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","33","6,629","1,447","449"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","23","13,411","2,884","748"
"South Dakota","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","16","17,321","4,090","989"
"Tennessee","722511","Full-service restaurants","All establishments","All establishments","2019","4,758","2,449,021","570,617","125,818"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","1,069","78,048","7,491","1,634"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","682","87,593","21,058","4,699"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","893","238,309","56,269","12,632"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","1,307","741,398","178,784","41,346"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","637","853,632","204,413","43,322"
"Tennessee","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","169","430,830","98,821","21,786"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","1,159","786,713","188,276","43,364"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","167","13,364","1,653","287"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","138","19,352","4,717","968"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","190","52,795","12,234","2,779"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","320","169,658","40,730","10,512"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","249","311,741","77,894","16,907"
"Tennessee","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","95","219,803","51,048","11,911"
"Tennessee","722511","Full-service restaurants","S-corporations ","All establishments","2019","1,089","610,380","138,421","27,910"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","171","17,204","1,564","280"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","156","27,683","6,545","1,127"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","256","79,712","18,840","3,637"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","360","217,798","52,462","11,082"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","121","186,702","41,667","8,225"
"Tennessee","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","24","62,070","13,562","3,160"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","1,055","206,416","47,263","12,112"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","444","17,311","2,622","723"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","235","21,459","5,212","1,549"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","194","40,044","9,435","2,635"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","141","63,897","15,349","3,970"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","36","50,369","11,694","2,601"
"Tennessee","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2019","5","13,336","2,951","634"
"Tennessee","722511","Full-service restaurants","Partnerships","All establishments","2019","1,445","841,738","195,661","42,225"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","282","30,040","1,553","338"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","153","19,099","4,584","1,055"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","250","65,315","15,659","3,543"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","486","290,045","70,243","15,782"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","229","301,618","72,362","15,426"
"Tennessee","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","45","135,621","31,260","6,081"
"Tennessee","722511","Full-service restaurants","Non-profit","All establishments","2019","4","382","86","27"
"Tennessee","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","6","3,392","910","180"
"Tennessee","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2019","3","116","96","3"
"Texas","722511","Full-service restaurants","All establishments","All establishments","2019","18,945","9,593,229","2,287,286","473,480"
"Texas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","5,031","416,982","37,015","7,655"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","3,105","379,906","92,380","20,896"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","3,294","827,368","203,881","46,000"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","4,528","2,818,627","694,699","145,007"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","2,294","3,106,392","768,673","153,238"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","674","1,872,023","451,048","92,562"
"Texas","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2019","16","106,965","25,198","5,205"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","4,239","3,024,440","737,902","152,574"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","816","78,351","6,650","1,277"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","558","73,061","17,440","3,807"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","594","156,666","38,353","8,341"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","1,121","736,323","185,239","37,197"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","820","1,106,043","278,379","56,274"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","325","811,620","196,813","42,823"
"Texas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","4","27,949","6,838","1,352"
"Texas","722511","Full-service restaurants","S-corporations ","All establishments","2019","6,311","3,094,580","738,711","149,681"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","1,442","108,260","14,332","2,487"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","1,097","154,139","38,302","7,567"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","1,385","372,076","91,954","19,252"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","1,627","1,023,782","249,348","51,147"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","562","737,376","178,482","36,332"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","188","625,828","149,059","29,345"
"Texas","722511","Full-service restaurants","S-corporations ","Establishments with 250 to 499 employees","2019","9","58,749","14,060","2,830"
"Texas","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","3,431","640,204","152,367","37,296"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","1,551","62,733","9,448","2,587"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","827","79,683","19,285","5,347"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","551","109,472","27,795","7,500"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","343","171,963","43,305","10,183"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","150","184,737","44,962","10,084"
"Texas","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2019","8","21,706","5,522","1,255"
"Texas","722511","Full-service restaurants","Partnerships","All establishments","2019","4,942","2,823,668","656,067","133,570"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","1,211","166,802","6,475","1,288"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","620","72,658","17,252","4,157"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","762","188,888","45,711","10,881"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","1,433","883,458","216,107","46,355"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","761","1,076,677","266,496","50,500"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","152","408,659","98,748","19,013"
"Texas","722511","Full-service restaurants","Non-profit","All establishments","2019","16","5,048","1,097","184"
"Texas","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2019","8","717","94","15"
"Texas","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2019","3","2,272","504","82"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","6","5,289","1,142","175"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2019","3","119","16","1"
"Utah","722511","Full-service restaurants","All establishments","All establishments","2019","1,683","732,556","181,535","39,183"
"Utah","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","411","25,973","3,261","670"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","276","31,373","7,462","1,938"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","311","73,706","17,345","4,289"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","459","260,006","65,177","14,511"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","182","229,917","61,245","11,851"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","44","111,581","27,045","5,924"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","205","175,167","44,864","9,020"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","39","3,252","608","61"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","19","2,600","581","128"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","14","3,234","864","187"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","57","36,768","9,824","1,921"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","55","71,585","19,386","3,652"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","21","57,728","13,601","3,071"
"Utah","722511","Full-service restaurants","S-corporations ","All establishments","2019","800","308,190","73,356","16,592"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","166","10,279","1,473","343"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","137","16,462","3,916","978"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","186","45,890","10,507","2,570"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","244","136,340","32,698","7,517"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","50","60,550","15,341","3,095"
"Utah","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","17","38,669","9,421","2,089"
"Utah","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","175","34,305","8,979","2,220"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","71","2,267","393","121"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","46","3,751","894","309"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","24","4,420","1,170","338"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","25","12,083","3,106","683"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","7","9,191","2,556","567"
"Utah","722511","Full-service restaurants","Partnerships","All establishments","2019","499","212,719","53,861","11,255"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","135","10,175","787","145"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","73","8,465","2,047","516"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","87","20,162","4,804","1,194"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","130","72,735","19,098","4,301"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","70","88,591","23,962","4,537"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","4","12,591","3,163","562"
"Utah","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","4","2,175","475","96"
"Utah","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2019","3","2,080","451","89"
"Vermont","722511","Full-service restaurants","All establishments","All establishments","2019","653","240,761","58,817","11,372"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","146","9,586","1,010","220"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","110","12,546","3,349","766"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","190","51,545","13,473","2,663"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","169","107,787","26,944","5,100"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","33","48,040","11,341","2,022"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","5","11,257","2,700","601"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","88","36,029","8,444","1,714"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","17","982","144","36"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","22","2,452","664","158"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","20","5,541","1,406","280"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","21","14,405","3,301","688"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","7","10,307","2,404","411"
"Vermont","722511","Full-service restaurants","S-corporations ","All establishments","2019","317","127,500","31,759","5,968"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","48","3,212","399","76"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","41","5,248","1,444","285"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","111","31,863","8,218","1,607"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","103","64,579","16,360","2,974"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","11","15,899","3,660","683"
"Vermont","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","3","6,699","1,678","343"
"Vermont","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","97","18,235","4,344","896"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","45","1,833","289","71"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","18","1,543","458","117"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","20","4,946","1,268","258"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","12","7,291","1,724","337"
"Vermont","722511","Full-service restaurants","Partnerships","All establishments","2019","151","58,997","14,270","2,794"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","36","3,559","178","37"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","29","3,303","783","206"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","39","9,195","2,581","518"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","33","21,512","5,559","1,101"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","13","19,212","4,672","815"
"Virginia","722511","Full-service restaurants","All establishments","All establishments","2019","7,004","2,970,165","695,738","154,110"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","1,673","121,734","13,876","2,721"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","1,201","160,971","38,680","8,204"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","1,587","424,889","100,932","22,575"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","1,708","1,012,127","242,287","54,275"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","662","815,472","198,083","43,480"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","170","405,996","95,961","21,341"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","1,773","932,736","224,684","49,543"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","389","23,976","3,493","673"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","269","37,006","8,851","1,842"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","369","110,386","26,616","5,474"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","414","243,779","59,635","13,929"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","240","297,529","73,887","16,121"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","92","220,060","52,202","11,504"
"Virginia","722511","Full-service restaurants","S-corporations ","All establishments","2019","3,202","1,220,254","283,812","62,081"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","668","51,084","7,031","1,248"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","649","91,446","22,349","4,451"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","814","220,809","52,306","11,344"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","811","480,270","112,874","24,653"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","218","265,624","64,227","14,149"
"Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","40","83,218","19,406","4,981"
"Virginia","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","641","142,277","32,321","8,938"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","274","12,506","1,374","397"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","116","9,877","2,530","755"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","116","22,912","5,375","1,555"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","83","37,588","8,880","2,450"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","49","55,059","13,100","3,386"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2019","3","4,335","1,062","395"
"Virginia","722511","Full-service restaurants","Partnerships","All establishments","2019","1,376","665,116","152,588","32,967"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","339","34,087","1,971","397"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","166","22,574","4,927","1,150"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","286","70,216","16,501","4,168"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","399","250,145","60,819","13,219"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","153","194,639","46,296","9,648"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","32","92,282","21,774","4,126"
